Posisi,Perusahaan,Lokasi,Type,Gaji,Requirements,Link,text,Category,has_salary
Distributor Lube Engineer Staff (DLE),PT Artha Permai Kencana,Surabaya,Full time,Rp 4.961.800 – Rp 5.289.000 per month,"Mengembangkan dan mengimplementasikan program pelumasan untuk berbagai jenis mesin dengan koordinasi bersama Supervisor Lube Engineer; Melakukan pemilihan pelumas yang tepat berdasarkan kebutuhan peralatan dan kondisi operasi.; Melakukan pemantauan performa pelumas, menganalisa sampel oli terpakai (used oil sample) dan menganalisa menggunakan instrumen ukur.; Melakukan inspeksi, investigasi (Root Cause Analysis) sertatroubleshootingpada permasalahan terkait pelumasan di lokasi pelanggan.; Memberikan pelatihan dan edukasi Teknik terkait praktik pelumasan kepada pelanggan.; Memberikan solusi pelumasan kepada pelanggan serta melakukan asistensi saat eksekusi di lapangan.; Menyusun laporan teknik dan memberikan rekomendasi berdasarkan analisa manfaat pelumasan.; Minimal S1 Teknik Mesin, Teknik Kimia, Teknik Perkapalan, Teknik Industri atau bidang lain yang relevan.; Berpengalaman minimal 1 tahun di duniaIndustridi bidangtechnical support,pemeliharaan mesin ataulubrication engineering.; Mahir menggunakan alat ukur Teknik seperti:infrared thermometer, pH meter, TDS meter, refractometer, dan lainnya; Menguasai penggunaan alat filtrasi oli dan alat pendukungnya; Mampu berkomunikasi dengan baik untuk berbagai tingkatan pelanggan (berbicara, surat-menyurat, presentasi).; Memiliki kemampuan analisis teknik yang baik sesuai kaidah keilmuan di bidangnya.; Memahami sistem kerja mesin produksi serta teknik pemeliharaan, tribologi, dan pelumasan.; Memiliki pemahaman dasar mengenai keselamatan kerja dan keselamatan proses di lingkungan industri.; Sehat secara fisik dan mampu bekerja di lokasi pelanggan (naik-turun tangga, bekerja di luar ruangan).; Mampu bekerja secara mandiri maupun bekerja dalam tim.; Memiliki SIM A atau SIM C dan bersedia melakukan perjalanan dinas bila dibutuhkan.; Dapat bergabung secepatnya; Penempatan : Surabaya, Jawa Timur (siap bekerja secara mobile)",https://id.jobstreet.com/id/job/91226620?type=standard&ref=search-standalone&origin=cardTitle,distributor lube engineer staff dle distributor lube engineer staff dle mengembangkan dan mengimplementasikan program pelumasan untuk berbagai jenis mesin dengan koordinasi bersama supervisor lube engineer melakukan pemilihan pelumas yang tepat berdasarkan kebutuhan peralatan dan kondisi operasi melakukan pemantauan performa pelumas menganalisa sampel oli terpakai used oil sample dan menganalisa menggunakan instrumen ukur melakukan inspeksi investigasi root cause analysis sertatroubleshootingpada permasalahan terkait pelumasan di lokasi pelanggan memberikan pelatihan dan edukasi teknik terkait praktik pelumasan kepada pelanggan memberikan solusi pelumasan kepada pelanggan serta melakukan asistensi saat eksekusi di lapangan menyusun laporan teknik dan memberikan rekomendasi berdasarkan analisa manfaat pelumasan minimal s teknik mesin teknik kimia teknik perkapalan teknik industri atau bidang lain yang relevan berpengalaman minimal tahun di duniaindustridi bidangtechnical support pemeliharaan mesin ataulubrication engineering mahir menggunakan alat ukur teknik seperti infrared thermometer ph meter tds meter refractometer dan lainnya menguasai penggunaan alat filtrasi oli dan alat pendukungnya mampu berkomunikasi dengan baik untuk berbagai tingkatan pelanggan berbicara surat menyurat presentasi memiliki kemampuan analisis teknik yang baik sesuai kaidah keilmuan di bidangnya memahami sistem kerja mesin produksi serta teknik pemeliharaan tribologi dan pelumasan memiliki pemahaman dasar mengenai keselamatan kerja dan keselamatan proses di lingkungan industri sehat secara fisik dan mampu bekerja di lokasi pelanggan naik turun tangga bekerja di luar ruangan mampu bekerja secara mandiri maupun bekerja dalam tim memiliki sim a atau sim c dan bersedia melakukan perjalanan dinas bila dibutuhkan dapat bergabung secepatnya penempatan surabaya jawa timur siap bekerja secara mobile,Engineering,True
Construction Manager,ARKURB ASIA GROUP,Bali,Full time,Rp 13.000.000 – Rp 18.500.000 per month,"Full control ofall construction operations across multiple sites; Direct management of:Site supervisorsTeam leadersWorkersLogistics & materials; Site supervisors; Team leaders; Workers; Logistics & materials; Planning and executing projects fromstructure to handover; Enforcing strict standards of:QualityDisciplineSafetySpeed & efficiency; Quality; Discipline; Safety; Speed & efficiency; Daily site presence, inspections, and decision-making; Managingtimelines, budgets, and reporting systems; Deliveringclear and structured reports directly to the director; Identifying problems early and solving them immediately; English: Fluent (mandatory for reporting and communication); Minimum7+ years experiencein construction management; Proven experience managingin-house construction teams (NOT subcontractors); Strong leadership: you cancontrol teams, enforce discipline, and deliver results; Solid understanding of:Construction sequencingStructural worksSite logistics; Construction sequencing; Structural works; Site logistics; Ability to managemultiple projects simultaneously; Highly organized, detail-oriented, andresults-driven; Background incivil engineering or architecture; Experience invilla / hospitality projects; Experience working inIndonesia or Southeast Asia; Familiar withlocal materials, workers, and regulations; High-responsibility leadership role in a fast-growing company; Direct access to decision-making with top management; Performance-based incentives; Long-term opportunity to grow with the company; Work on premium, design-driven projects",https://id.jobstreet.com/id/job/91168509?type=standard&ref=search-standalone&origin=cardTitle,construction manager construction manager full control ofall construction operations across multiple sites direct management of site supervisorsteam leadersworkerslogistics materials site supervisors team leaders workers logistics materials planning and executing projects fromstructure to handover enforcing strict standards of qualitydisciplinesafetyspeed efficiency quality discipline safety speed efficiency daily site presence inspections and decision making managingtimelines budgets and reporting systems deliveringclear and structured reports directly to the director identifying problems early and solving them immediately english fluent mandatory for reporting and communication minimum years experiencein construction management proven experience managingin house construction teams not subcontractors strong leadership you cancontrol teams enforce discipline and deliver results solid understanding of construction sequencingstructural workssite logistics construction sequencing structural works site logistics ability to managemultiple projects simultaneously highly organized detail oriented andresults driven background incivil engineering or architecture experience invilla hospitality projects experience working inindonesia or southeast asia familiar withlocal materials workers and regulations high responsibility leadership role in a fast growing company direct access to decision making with top management performance based incentives long term opportunity to grow with the company work on premium design driven projects,Engineering,True
Facilities & Equipment Supervisor,OrbusNeich Medical Company Limited,Kabupaten Bekasi,Full time,"Rp 8,000,000 – Rp 11,500,000 per month","Coordination and guidance work for the troubleshooting and maintenance of facilities and equipment (Including production machineries, sterilization machine, mechanical and electrical equipment, etc.).; Be responsible for the maintenance of facilities and equipment as well as the support work for production equipment.; Implement and carry out the internal safety audit work of the company.; Draft the current equipment documents, standards and procedures, and guide their implementation.; Analyze and determine the requirements for preventive maintenance.; Perform ad hoc assignments as required.; Major in technology, engineering or related fields, with a solid technical background in electrical and mechanical facilities and equipment, and proficient in ISO knowledge.; More than 5 years of experience in facilities and equipment management.; College degree or above.; Proficiency in office software. Fluent in Bahasa Indonesia and English, Chinese a plus.",https://id.jobstreet.com/id/job/91275617?type=standard&ref=search-standalone&origin=cardTitle,facilities equipment supervisor facilities equipment supervisor coordination and guidance work for the troubleshooting and maintenance of facilities and equipment including production machineries sterilization machine mechanical and electrical equipment etc be responsible for the maintenance of facilities and equipment as well as the support work for production equipment implement and carry out the internal safety audit work of the company draft the current equipment documents standards and procedures and guide their implementation analyze and determine the requirements for preventive maintenance perform ad hoc assignments as required major in technology engineering or related fields with a solid technical background in electrical and mechanical facilities and equipment and proficient in iso knowledge more than years of experience in facilities and equipment management college degree or above proficiency in office software fluent in bahasa indonesia and english chinese a plus,Engineering,True
Production Supervisor,PT. HONGXIN ALGAE INTERNATIONAL,Situbondo,Full time,Rp 4.000.000 – Rp 6.000.000 per month,"Minimum Diploma (D3)/Bachelor's Degree (Food Technology/Chemical Engineering/Industrial Engineering/Fisheries); Minimum 2–3 years of experience in production (preferred in the food and seaweed industries); Understanding of seaweed processing (sorting, extraction, drying, packaging); Strong Team Collaboration; Willing to work on location in Situbondo, East Java; Excellent communication skills in English and Mandarin as a plus; Competitive base salary (adjusts to experience); Health Insurance; BPJS employment; Lunch is provided from factory",https://id.jobstreet.com/id/job/91516184?type=standard&ref=search-standalone&origin=cardTitle,production supervisor production supervisor minimum diploma d bachelor s degree food technology chemical engineering industrial engineering fisheries minimum years of experience in production preferred in the food and seaweed industries understanding of seaweed processing sorting extraction drying packaging strong team collaboration willing to work on location in situbondo east java excellent communication skills in english and mandarin as a plus competitive base salary adjusts to experience health insurance bpjs employment lunch is provided from factory,Engineering,True
Electrical Engineering (Kosmetik & Farmasi),PT Derma Enom Farma,Tangerang,Full time,Rp5.500.000 – Rp8.000.000 per month,"Melakukanpreventive & corrective maintenancemesin produksi; Melakukantroubleshooting electrical & automation system; Setting dan konfigurasiinverter & servo motor; Membaca dan menganalisawiring diagram & electrical drawing; Mengembangkan & improvesistem otomasi (Arduino/PLC); Mengoperasikan dan memahami sistemRO (Reverse Osmosis); Berkoordinasi dengan tim produksi untuk meningkatkan efisiensi mesin; Pendidikan minimalD3/S1 Teknik Elektro / Electrical Engineering; Pengalaman minimal 2 tahun sebagai:Engineering / Maintenance / Electrical / Automation Engineer; Wajib bisa membacawiring diagram; Menguasaiinverter & servo drive; Mampu menggunakanAutoCAD (electrical drawing); Memahamisistem RO (Reverse Osmosis); MemahamiArduino / PLC / sistem otomasi industri; Memiliki kemampuantroubleshooting & problem solvingyang kuat; Komunikatif & mampu bekerja dalam tim; Pengalaman di industrikosmetik / farmasi / FMCG; Terbiasa denganmesin filling, mixing, packaging; MemahamiGMP / standar industri manufaktur; Gaji kompetitif (negotiable); BPJS Kesehatan & Ketenagakerjaan; Kesempatan pengembangan karir (career growth)",https://id.jobstreet.com/id/job/91401477?type=standard&ref=search-standalone&origin=cardTitle,electrical engineering kosmetik farmasi electrical engineering kosmetik farmasi melakukanpreventive corrective maintenancemesin produksi melakukantroubleshooting electrical automation system setting dan konfigurasiinverter servo motor membaca dan menganalisawiring diagram electrical drawing mengembangkan improvesistem otomasi arduino plc mengoperasikan dan memahami sistemro reverse osmosis berkoordinasi dengan tim produksi untuk meningkatkan efisiensi mesin pendidikan minimald s teknik elektro electrical engineering pengalaman minimal tahun sebagai engineering maintenance electrical automation engineer wajib bisa membacawiring diagram menguasaiinverter servo drive mampu menggunakanautocad electrical drawing memahamisistem ro reverse osmosis memahamiarduino plc sistem otomasi industri memiliki kemampuantroubleshooting problem solvingyang kuat komunikatif mampu bekerja dalam tim pengalaman di industrikosmetik farmasi fmcg terbiasa denganmesin filling mixing packaging memahamigmp standar industri manufaktur gaji kompetitif negotiable bpjs kesehatan ketenagakerjaan kesempatan pengembangan karir career growth,Engineering,True
Proposal Engineer,PT Asuka Engineering Indonesia,Gresik,Kontrak/Temporer,Rp 10.000.000 – Rp 12.000.000 per month,"Bachelor’s Degree in Engineering (Civil / Mechanical / Electrical or related).; 1–3 years of experience in Proposal / Tender / Cost Estimationwithin Construction, EPC, Oil & Gas, or Mining.; Strong capability in cost estimation, BOQ development, and technical proposal writing.; Able to interpret technical drawings and specifications.; Strong analytical thinking, detail-oriented, and able to work under tight deadlines.; Excellent communication and coordination skills.; Knowledge of project management principles and methodologies.; Ability to manage multiple proposals simultaneously and meet deadlines.; Identify and address potential risks and issues in proposals.; Ability to analyze project requirements, specifications, and scope of work.; Lead end-to-end tender & proposal preparation for construction projects.; Perform quantity take-off and develop accurate BOQ, cost estimation, and pricing strategy.; Prepare compelling technical proposals: method statement, project schedule, execution plan, HSE & quality approach.; Collaborate with Engineering, Procurement, and Project Teams to ensure data accuracy and competitiveness.; Source and evaluate vendor/subcontractor quotations.; Identify project risks & opportunities and incorporate them into pricing strategy.; Support clarification meetings & negotiations with clients/consultants.; Ensure all submissions are accurate, compliant, and on time.",https://id.jobstreet.com/id/job/91509927?type=standard&ref=search-standalone&origin=cardTitle,proposal engineer proposal engineer bachelor s degree in engineering civil mechanical electrical or related years of experience in proposal tender cost estimationwithin construction epc oil gas or mining strong capability in cost estimation boq development and technical proposal writing able to interpret technical drawings and specifications strong analytical thinking detail oriented and able to work under tight deadlines excellent communication and coordination skills knowledge of project management principles and methodologies ability to manage multiple proposals simultaneously and meet deadlines identify and address potential risks and issues in proposals ability to analyze project requirements specifications and scope of work lead end to end tender proposal preparation for construction projects perform quantity take off and develop accurate boq cost estimation and pricing strategy prepare compelling technical proposals method statement project schedule execution plan hse quality approach collaborate with engineering procurement and project teams to ensure data accuracy and competitiveness source and evaluate vendor subcontractor quotations identify project risks opportunities and incorporate them into pricing strategy support clarification meetings negotiations with clients consultants ensure all submissions are accurate compliant and on time,Engineering,True
Supervisor Produksi Heatreatment,PT Saga Hikari Teknindo Sejati,Cikarang Selatan,Full time,Rp 7.000.000 – Rp 8.000.000 per month,"S1 TEKNIK METALURGI, TEKNIK MATERIAL; Memiliki Pengalaman min. 2 tahun dibidang terkait.; Mengkoordinir pekerjaan-pekerjaan rutin yang harus dilakukan oleh bawahan.; Melakukan analisa dan memperbaiki penyimpangan-penyimpangan yang terjadi pada parameter proses dengan standar produk yang diinginkan pelanggan.; Melakukan koordinasi pekerjaan dengan bagian lain yang terkait yaitu Produksi 1, Plating, PPIC dan Engineering; Melakukan evaluasi dan verifikasi laopran-laporan harian yang telah dibuat oleh bawahan dan sistem dokumentasinya.",https://id.jobstreet.com/id/job/91444104?type=standard&ref=search-standalone&origin=cardTitle,supervisor produksi heatreatment supervisor produksi heatreatment s teknik metalurgi teknik material memiliki pengalaman min tahun dibidang terkait mengkoordinir pekerjaan pekerjaan rutin yang harus dilakukan oleh bawahan melakukan analisa dan memperbaiki penyimpangan penyimpangan yang terjadi pada parameter proses dengan standar produk yang diinginkan pelanggan melakukan koordinasi pekerjaan dengan bagian lain yang terkait yaitu produksi plating ppic dan engineering melakukan evaluasi dan verifikasi laopran laporan harian yang telah dibuat oleh bawahan dan sistem dokumentasinya,Engineering,True
Process Engineer (WTP & WWTP),PT Waterpro Mandiri International,Jakarta Barat,Full time,Rp 6.000.000 – Rp 7.000.000 per month,"Pendidikan minimal SMA / S1 Teknik Lingkungan / Teknik Kimia / Teknik Mesin / Teknik Sipil (Rekayasa Air); Pengalaman 1 - 2 tahun di bidang WTP (Water Treatment Plant)/ WWTP (Wastewater Treatment Plant); Menguasai:Perhitungan debit, dosing kimia, dan neraca massaFiltrasi (Sand, Carbon, Manganese)Sistem membrane dasar (UF / RO) menjadi nilai tambahMampu membaca gambar teknis (AutoCAD basic)Mampu memimpin tim teknis & koordinasi proyekMampu membuat Process Design, P&ID, dan laporan engineering; Perhitungan debit, dosing kimia, dan neraca massa; Filtrasi (Sand, Carbon, Manganese); Sistem membrane dasar (UF / RO) menjadi nilai tambah; Mampu membaca gambar teknis (AutoCAD basic); Mampu memimpin tim teknis & koordinasi proyek; Mampu membuat Process Design, P&ID, dan laporan engineering; Memiliki sertifikasi PPA / PPPA BNSP (nilai Plus); Memiliki kemampuan komunikasi yang baik & mampu bekerja dalam tim; Merancang & mengevaluasi sistem pengolahan air; Troubleshooting & optimasi sistem existing; Koordinasi dengan klien, vendor, dan tim internal; Membantu penyusunan dokumen teknis & laporan; Monitoring kualitas air dan performa sistem",https://id.jobstreet.com/id/job/91249849?type=standard&ref=search-standalone&origin=cardTitle,process engineer wtp wwtp process engineer wtp wwtp pendidikan minimal sma s teknik lingkungan teknik kimia teknik mesin teknik sipil rekayasa air pengalaman tahun di bidang wtp water treatment plant wwtp wastewater treatment plant menguasai perhitungan debit dosing kimia dan neraca massafiltrasi sand carbon manganese sistem membrane dasar uf ro menjadi nilai tambahmampu membaca gambar teknis autocad basic mampu memimpin tim teknis koordinasi proyekmampu membuat process design p id dan laporan engineering perhitungan debit dosing kimia dan neraca massa filtrasi sand carbon manganese sistem membrane dasar uf ro menjadi nilai tambah mampu membaca gambar teknis autocad basic mampu memimpin tim teknis koordinasi proyek mampu membuat process design p id dan laporan engineering memiliki sertifikasi ppa pppa bnsp nilai plus memiliki kemampuan komunikasi yang baik mampu bekerja dalam tim merancang mengevaluasi sistem pengolahan air troubleshooting optimasi sistem existing koordinasi dengan klien vendor dan tim internal membantu penyusunan dokumen teknis laporan monitoring kualitas air dan performa sistem,Engineering,True
MEKANIK MESIN INVERTER,PT Kayu Asri Indonesia,Cikande,Full time,Rp 5.000.000 – Rp 6.000.000 per month,"Perawatan & Perbaikan:Melakukan pemeliharaan rutin dan perbaikan darurat pada mesin berbasis inverter, termasuk memperbaiki PCB 1 layer & 2 layer.; Diagnosis (Troubleshooting):Menggunakan alat ukur elektronik (seperti multimeter) untuk mendiagnosis masalah teknis dan perbaikan komponen kelistrikan.; Instalasi & Setting:Melakukan instalasi, konfigurasi, dansettingparameter pada inverter (VFD) sesuai spesifikasi mesin.; Penggantian Komponen:Memeriksa dan mengganti suku cadang (komponen listrik/elektronik) yang aus atau rusak.; Laporan:Membuat laporan teknis harian mengenai aktivitas perawatan dan perbaikan mesin.",https://id.jobstreet.com/id/job/91254432?type=standard&ref=search-standalone&origin=cardTitle,mekanik mesin inverter mekanik mesin inverter perawatan perbaikan melakukan pemeliharaan rutin dan perbaikan darurat pada mesin berbasis inverter termasuk memperbaiki pcb layer layer diagnosis troubleshooting menggunakan alat ukur elektronik seperti multimeter untuk mendiagnosis masalah teknis dan perbaikan komponen kelistrikan instalasi setting melakukan instalasi konfigurasi dansettingparameter pada inverter vfd sesuai spesifikasi mesin penggantian komponen memeriksa dan mengganti suku cadang komponen listrik elektronik yang aus atau rusak laporan membuat laporan teknis harian mengenai aktivitas perawatan dan perbaikan mesin,Engineering,True
Mekanik PLTD,Pengiklan Anonim,Makassar,Full time,Rp 10.000.000 – Rp 15.000.000 per month,"Melakukan pemeliharaan rutin dan perbaikan pada peralatan PLTD seperti mesin diesel, generator, dan sistem pendukung lainnya.; Melakukan diagnostik dan pemecahan masalah pada sistem PLTD untuk mengidentifikasi dan mengatasi masalah teknis secara efektif.; Menganalisis data kinerja pembangkit untuk mengidentifikasi peluang peningkatan efisiensi dan keandalan.; Berkoordinasi dengan tim teknis lainnya untuk mengkoordinasikan aktivitas pemeliharaan dan perbaikan.; Memberikan pelatihan dan bimbingan kepada teknisi junior untuk mengembangkan kompetensi tim.; Berkoordinasi dengan tim operasional untuk mengidentifikasi dan mengatasi masalah terkait genset secara tepat waktu.; Pendidikan minimal D3 Teknik Mesin/ Elektro; Pengalaman kerja minimal 5 tahun sebagai Mekanik  di PLTD; Memiliki kemampuan melakukan Top Overhaul dan General Overhaul engine Diesel; Memahami sistem pengontrolan engine diesel; Memiliki keterampilan troubleshooting engine diesel; Jujur, disiplin dan bertanggung jawab; Hanya kandidat yang memenuhi kualifikasi akan dilanjut ke proses interview; Bersedia ditempatkan diseluruh wilayah Site.; Asuransi kesehatan.; Pelatihan dan pengembangan profesional yang berkelanjutan.; Kesempatan untuk mengembangkan karier dalam lingkungan kerja yang mendukung.; Lingkungan kerja yang dinamis dan kolaboratif.; Kesempatan untuk berkontribusi pada upaya penyediaan listrik yang andal bagi masyarakat.",https://id.jobstreet.com/id/job/91533661?type=standard&ref=search-standalone&origin=cardTitle,mekanik pltd mekanik pltd melakukan pemeliharaan rutin dan perbaikan pada peralatan pltd seperti mesin diesel generator dan sistem pendukung lainnya melakukan diagnostik dan pemecahan masalah pada sistem pltd untuk mengidentifikasi dan mengatasi masalah teknis secara efektif menganalisis data kinerja pembangkit untuk mengidentifikasi peluang peningkatan efisiensi dan keandalan berkoordinasi dengan tim teknis lainnya untuk mengkoordinasikan aktivitas pemeliharaan dan perbaikan memberikan pelatihan dan bimbingan kepada teknisi junior untuk mengembangkan kompetensi tim berkoordinasi dengan tim operasional untuk mengidentifikasi dan mengatasi masalah terkait genset secara tepat waktu pendidikan minimal d teknik mesin elektro pengalaman kerja minimal tahun sebagai mekanik di pltd memiliki kemampuan melakukan top overhaul dan general overhaul engine diesel memahami sistem pengontrolan engine diesel memiliki keterampilan troubleshooting engine diesel jujur disiplin dan bertanggung jawab hanya kandidat yang memenuhi kualifikasi akan dilanjut ke proses interview bersedia ditempatkan diseluruh wilayah site asuransi kesehatan pelatihan dan pengembangan profesional yang berkelanjutan kesempatan untuk mengembangkan karier dalam lingkungan kerja yang mendukung lingkungan kerja yang dinamis dan kolaboratif kesempatan untuk berkontribusi pada upaya penyediaan listrik yang andal bagi masyarakat,Engineering,True
Kepala Pabrik Mesin Plastik Injection dan Blowing,PT Family Indo Pratama Industry,Jakarta Barat,Full time,Rp 8.500.000 – Rp 11.900.000 per month,"Candidate must possess at least a SMU, Bachelor's Degree in Engineering (Industrial) or equivalent; At least 3 Year(s) of working experience in the related field is required for this position; Preferably Manager/Assistant Manager specialized in Engineering - Industrial or equivalent; Mengatur workflow pabrik & karyawan; Pengalaman dengan mesin plastik injection & blowing; Mengerti bahan bahan plastik (pp,opp,polytam,himpact,dll); Bersedia long shift 0800 - 2000; Domisili WAJIB JAKARTA / TANGSEL",https://id.jobstreet.com/id/job/91531611?type=standard&ref=search-standalone&origin=cardTitle,kepala pabrik mesin plastik injection dan blowing kepala pabrik mesin plastik injection dan blowing candidate must possess at least a smu bachelor s degree in engineering industrial or equivalent at least year s of working experience in the related field is required for this position preferably manager assistant manager specialized in engineering industrial or equivalent mengatur workflow pabrik karyawan pengalaman dengan mesin plastik injection blowing mengerti bahan bahan plastik pp opp polytam himpact dll bersedia long shift domisili wajib jakarta tangsel,Engineering,True
Service Engineer,PT. Horizon Construction Indonesia,Morowali,Full time,Rp 6.000.000 – Rp 9.000.000 per month,"Melakukanmaintenance, troubleshooting, dan repairuntuk unit heavy equipment seperti excavator, bulldozer, wheel loader, dump truck, dan jenis alat berat lainnya.; Melakukaninspection rutinuntuk memastikan unit dalam kondisi optimal sebelum dan sesudah rental.; Menanganibreakdown servicedi lapangan serta memberikan rekomendasi perbaikan.; Membuatlaporan service & analisa kerusakansecara akurat dan tepat waktu.; Berkoordinasi dengan tim operasi, warehouse, dan project site terkait kebutuhan perbaikan atau penggantian spare part.; Memastikan seluruh pekerjaan dilakukan sesuaiSOP, safety guidelines, dan standar kualitasperusahaan.; Memberikantechnical supportkepada customer terkait penggunaan alat berat.",https://id.jobstreet.com/id/job/91275563?type=standard&ref=search-standalone&origin=cardTitle,service engineer service engineer melakukanmaintenance troubleshooting dan repairuntuk unit heavy equipment seperti excavator bulldozer wheel loader dump truck dan jenis alat berat lainnya melakukaninspection rutinuntuk memastikan unit dalam kondisi optimal sebelum dan sesudah rental menanganibreakdown servicedi lapangan serta memberikan rekomendasi perbaikan membuatlaporan service analisa kerusakansecara akurat dan tepat waktu berkoordinasi dengan tim operasi warehouse dan project site terkait kebutuhan perbaikan atau penggantian spare part memastikan seluruh pekerjaan dilakukan sesuaisop safety guidelines dan standar kualitasperusahaan memberikantechnical supportkepada customer terkait penggunaan alat berat,Engineering,True
Business Development,PT. INDOMOBIL NATIONAL DISTRIBUTOR,Jakarta Timur,Full time,Rp 6.500.000 – Rp 8.000.000 per month,"Identify and develop new business opportunities to support the company’s expansion strategy; Conduct comprehensive market research, industry analysis, and data-driven insights to support strategic decision-making; Actively participate inend-to-end product development, from initial planning through to production; Collaborate with cross-functional teams to ensure effective execution of business strategies; Bachelor’s degree in Mechanical Engineering, Industry Engineering, Mathematic or a related field; Proficiency in Mandarin or English, both spoken and written, for business and daily communication; Strong analytical and problem-solving skills, with the ability to interpret data effectively; Demonstrated interest in product development processes; Excellent communication skills, with the ability to work both independently and collaboratively",https://id.jobstreet.com/id/job/91263811?type=standard&ref=search-standalone&origin=cardTitle,business development business development identify and develop new business opportunities to support the company s expansion strategy conduct comprehensive market research industry analysis and data driven insights to support strategic decision making actively participate inend to end product development from initial planning through to production collaborate with cross functional teams to ensure effective execution of business strategies bachelor s degree in mechanical engineering industry engineering mathematic or a related field proficiency in mandarin or english both spoken and written for business and daily communication strong analytical and problem solving skills with the ability to interpret data effectively demonstrated interest in product development processes excellent communication skills with the ability to work both independently and collaboratively,Engineering,True
Civil Engineer,PT Asuka Engineering Indonesia,Konawe,Kontrak/Temporer,Rp 7.500.000 – Rp 9.000.000 per month,"Bachelor’s degree in Civil Engineering or related field (Master’s degree is an advantage).; Minimum 2–5 years of experience in construction, infrastructure, or industrial projects.; Strong knowledge of structural design, construction methods, materials, and engineering standards.; Proficient in engineering and drafting software such as AutoCAD, SAP2000, ETABS, STAAD, or equivalent.; Good understanding of project scheduling, cost estimation, and quality control.; Ability to read and interpret technical drawings, specifications, and project documents.; Strong analytical, problem-solving, and decision-making skills.; Able to work independently and collaboratively with multidisciplinary teams.; Good communication skills in English (verbal and written).; Willing to be assigned to project sites if required.; Prepare, review, and analyze engineering designs, drawings, and technical specifications.; Plan, monitor, and supervise civil and structural works to ensure compliance with design, safety, and quality standards.; Coordinate with architects, project managers, contractors, and other engineering disciplines.; Conduct site inspections, progress monitoring, and technical evaluations during project execution.; Identify and resolve technical issues, design conflicts, or construction challenges.; Prepare project reports, calculations, material take-offs, and engineering documentation.; Ensure project activities follow applicable standards, regulations, and company procedures.; Support cost estimation, budgeting, and project scheduling activities.; Monitor contractor performance and ensure timely completion of works.; Implement safety and quality control measures on-site.",https://id.jobstreet.com/id/job/91420360?type=standard&ref=search-standalone&origin=cardTitle,civil engineer civil engineer bachelor s degree in civil engineering or related field master s degree is an advantage minimum years of experience in construction infrastructure or industrial projects strong knowledge of structural design construction methods materials and engineering standards proficient in engineering and drafting software such as autocad sap etabs staad or equivalent good understanding of project scheduling cost estimation and quality control ability to read and interpret technical drawings specifications and project documents strong analytical problem solving and decision making skills able to work independently and collaboratively with multidisciplinary teams good communication skills in english verbal and written willing to be assigned to project sites if required prepare review and analyze engineering designs drawings and technical specifications plan monitor and supervise civil and structural works to ensure compliance with design safety and quality standards coordinate with architects project managers contractors and other engineering disciplines conduct site inspections progress monitoring and technical evaluations during project execution identify and resolve technical issues design conflicts or construction challenges prepare project reports calculations material take offs and engineering documentation ensure project activities follow applicable standards regulations and company procedures support cost estimation budgeting and project scheduling activities monitor contractor performance and ensure timely completion of works implement safety and quality control measures on site,Engineering,True
